Transaction_ID,Date,Time,Merchant_Name,Category,Amount,Card_Last_4,Transaction_Type,Location,Status
TXN00157,2025-02-03,01:28:41,Shell Gas Station,Gas & Transportation,16.99,4532,Purchase,Brooklyn NY,Completed
TXN00158,2025-02-11,04:32:50,Starbucks Coffee,Food & Dining,64.88,4532,Purchase,New York NY,Completed
TXN00159,2025-02-26,09:24:38,Shell Gas Station,Gas & Transportation,102.39,4532,Purchase,Brooklyn NY,Completed
TXN00160,2025-02-24,07:37:36,Amazon.com,Shopping,224.62,4532,Purchase,Online,Completed
TXN00161,2025-02-26,17:16:22,Whole Foods Market,Groceries,185.87,4532,Purchase,New York NY,Completed
TXN00162,2025-02-25,04:37:16,Uber,Transportation,17.64,4532,Purchase,Online,Completed
TXN00163,2025-02-18,12:28:26,Apple Store,Shopping,72.19,4532,Purchase,San Francisco CA,Completed
TXN00164,2025-02-22,12:10:21,Starbucks Coffee,Food & Dining,83.74,4532,Purchase,New York NY,Completed
TXN00165,2025-02-15,15:46:54,Netflix,Entertainment,234.33,4532,Purchase,Online,Completed
TXN00166,2025-02-21,11:39:12,Apple Store,Shopping,197.92,4532,Purchase,San Francisco CA,Completed
TXN00167,2025-02-24,01:31:25,Shell Gas Station,Gas & Transportation,211.63,4532,Purchase,Brooklyn NY,Completed
TXN00168,2025-02-10,14:30:25,Netflix,Entertainment,135.78,4532,Purchase,Online,Completed
TXN00169,2025-02-06,11:24:01,Uber,Transportation,145.85,4532,Purchase,Online,Completed
TXN00170,2025-02-08,03:54:17,Shell Gas Station,Gas & Transportation,178.19,4532,Purchase,Brooklyn NY,Completed
TXN00171,2025-02-17,01:11:44,Apple Store,Shopping,7.8,4532,Purchase,San Francisco CA,Completed
TXN00172,2025-02-07,19:22:47,Netflix,Entertainment,225.69,4532,Purchase,Online,Completed
TXN00173,2025-02-04,00:13:58,Uber,Transportation,81.12,4532,Purchase,Online,Completed
TXN00174,2025-02-14,01:14:40,McDonald's,Food & Dining,149.59,4532,Purchase,New York NY,Completed
TXN00175,2025-02-06,12:52:02,Whole Foods Market,Groceries,3.76,4532,Purchase,New York NY,Completed
TXN00176,2025-02-01,22:31:12,Whole Foods Market,Groceries,213.25,4532,Purchase,New York NY,Completed
TXN00177,2025-02-02,21:09:45,Starbucks Coffee,Food & Dining,109.82,4532,Purchase,New York NY,Completed
TXN00178,2025-02-16,07:59:32,Amazon.com,Shopping,59.28,4532,Purchase,Online,Completed
TXN00179,2025-02-26,17:13:59,McDonald's,Food & Dining,67.37,4532,Purchase,New York NY,Completed
TXN00180,2025-02-25,12:31:53,Uber,Transportation,82.24,4532,Purchase,Online,Completed
TXN00181,2025-02-08,15:08:24,Uber,Transportation,143.46,4532,Purchase,Online,Completed
TXN00182,2025-02-02,19:40:23,Apple Store,Shopping,84.85,4532,Purchase,San Francisco CA,Completed
TXN00183,2025-02-15,21:44:12,Shell Gas Station,Gas & Transportation,116.79,4532,Purchase,Brooklyn NY,Completed
TXN00184,2025-02-26,12:47:59,Amazon.com,Shopping,136.91,4532,Purchase,Online,Completed
TXN00185,2025-02-17,21:09:41,McDonald's,Food & Dining,86.48,4532,Purchase,New York NY,Completed
TXN00186,2025-02-21,19:59:17,Uber,Transportation,110.04,4532,Purchase,Online,Completed
TXN00187,2025-02-03,08:57:28,Uber,Transportation,82.72,4532,Purchase,Online,Completed
TXN00188,2025-02-08,01:04:00,Amazon.com,Shopping,195.8,4532,Purchase,Online,Completed
TXN00189,2025-02-12,13:15:25,Starbucks Coffee,Food & Dining,177.27,4532,Purchase,New York NY,Completed
TXN00190,2025-02-08,04:55:20,Amazon.com,Shopping,186.43,4532,Purchase,Online,Completed
TXN00191,2025-02-11,23:04:43,Shell Gas Station,Gas & Transportation,80.58,4532,Purchase,Brooklyn NY,Completed
TXN00192,2025-02-01,17:10:13,Amazon.com,Shopping,214.68,4532,Purchase,Online,Completed
TXN00193,2025-02-21,08:38:54,Uber,Transportation,189.32,4532,Purchase,Online,Completed
TXN00194,2025-02-06,19:02:20,Whole Foods Market,Groceries,64.58,4532,Purchase,New York NY,Completed
TXN00195,2025-02-04,02:16:30,Uber,Transportation,115.76,4532,Purchase,Online,Completed
TXN00196,2025-02-27,19:30:11,McDonald's,Food & Dining,78.01,4532,Purchase,New York NY,Completed
TXN00197,2025-02-04,00:12:05,Whole Foods Market,Groceries,36.65,4532,Purchase,New York NY,Completed
TXN00198,2025-02-18,03:21:20,Starbucks Coffee,Food & Dining,68.05,4532,Purchase,New York NY,Completed
TXN00199,2025-02-19,15:32:28,Shell Gas Station,Gas & Transportation,235.89,4532,Purchase,Brooklyn NY,Completed
TXN00200,2025-02-08,15:59:31,Amazon.com,Shopping,101.81,4532,Purchase,Online,Completed
TXN00201,2025-03-22,13:18:02,Apple Store,Shopping,17.81,4532,Purchase,San Francisco CA,Completed
TXN00202,2025-03-14,17:52:51,Shell Gas Station,Gas & Transportation,106.89,4532,Purchase,Brooklyn NY,Completed
TXN00203,2025-03-19,18:17:26,Uber,Transportation,115.27,4532,Purchase,Online,Completed
TXN00204,2025-03-22,00:07:16,Uber,Transportation,53.91,4532,Purchase,Online,Completed
TXN00205,2025-03-12,11:27:04,McDonald's,Food & Dining,240.67,4532,Purchase,New York NY,Completed
TXN00206,2025-03-08,15:52:05,Whole Foods Market,Groceries,30.39,4532,Purchase,New York NY,Completed
TXN00207,2025-03-23,20:30:06,Netflix,Entertainment,29.68,4532,Purchase,Online,Completed
TXN00208,2025-03-18,00:29:57,Starbucks Coffee,Food & Dining,47.46,4532,Purchase,New York NY,Completed
TXN00209,2025-03-13,07:59:23,Uber,Transportation,169.41,4532,Purchase,Online,Completed
TXN00210,2025-03-20,06:26:16,Whole Foods Market,Groceries,196.98,4532,Purchase,New York NY,Completed
TXN00211,2025-03-04,05:46:48,Amazon.com,Shopping,72.37,4532,Purchase,Online,Completed
TXN00212,2025-03-02,08:31:08,Amazon.com,Shopping,213.23,4532,Purchase,Online,Completed
TXN00213,2025-03-17,13:00:48,Whole Foods Market,Groceries,125.23,4532,Purchase,New York NY,Completed
TXN00214,2025-03-16,22:19:04,Apple Store,Shopping,183.72,4532,Purchase,San Francisco CA,Completed
TXN00215,2025-03-17,00:57:47,Whole Foods Market,Groceries,150.9,4532,Purchase,New York NY,Completed
TXN00216,2025-03-05,04:42:59,Netflix,Entertainment,57.77,4532,Purchase,Online,Completed
TXN00217,2025-03-29,07:52:24,Uber,Transportation,239.53,4532,Purchase,Online,Completed
TXN00218,2025-03-18,08:27:43,Netflix,Entertainment,162.59,4532,Purchase,Online,Completed
TXN00219,2025-03-11,09:04:46,Shell Gas Station,Gas & Transportation,125.75,4532,Purchase,Brooklyn NY,Completed
TXN00220,2025-03-15,08:49:36,Whole Foods Market,Groceries,104.31,4532,Purchase,New York NY,Completed
TXN00221,2025-03-27,05:05:24,Amazon.com,Shopping,242.24,4532,Purchase,Online,Completed
TXN00222,2025-03-24,20:52:13,Apple Store,Shopping,83.79,4532,Purchase,San Francisco CA,Completed
TXN00223,2025-03-11,04:36:29,Uber,Transportation,26.42,4532,Purchase,Online,Completed
TXN00224,2025-03-04,15:30:38,Netflix,Entertainment,154.22,4532,Purchase,Online,Completed
TXN00225,2025-03-08,03:25:49,Apple Store,Shopping,46.21,4532,Purchase,San Francisco CA,Completed
TXN00226,2025-03-29,20:41:22,Shell Gas Station,Gas & Transportation,178.89,4532,Purchase,Brooklyn NY,Completed
TXN00227,2025-03-28,12:32:02,Uber,Transportation,202.98,4532,Purchase,Online,Completed
TXN00228,2025-03-17,21:11:10,Netflix,Entertainment,205.22,4532,Purchase,Online,Completed
TXN00229,2025-03-08,05:48:12,Whole Foods Market,Groceries,223.92,4532,Purchase,New York NY,Completed
TXN00230,2025-03-14,13:30:56,Starbucks Coffee,Food & Dining,233.63,4532,Purchase,New York NY,Completed
TXN00231,2025-03-12,04:40:18,Uber,Transportation,60.88,4532,Purchase,Online,Completed
TXN00232,2025-03-28,21:55:15,Uber,Transportation,224.51,4532,Purchase,Online,Completed
TXN00233,2025-03-05,06:48:54,Shell Gas Station,Gas & Transportation,114.68,4532,Purchase,Brooklyn NY,Completed
TXN00234,2025-03-11,08:04:48,McDonald's,Food & Dining,196.51,4532,Purchase,New York NY,Completed
TXN00235,2025-03-19,23:57:47,Apple Store,Shopping,225.24,4532,Purchase,San Francisco CA,Completed
TXN00236,2025-03-03,15:06:36,Uber,Transportation,88.34,4532,Purchase,Online,Completed
TXN00237,2025-03-31,15:15:24,McDonald's,Food & Dining,12.88,4532,Purchase,New York NY,Completed
TXN00238,2025-03-17,13:55:54,Netflix,Entertainment,226.35,4532,Purchase,Online,Completed
TXN00239,2025-03-01,01:58:07,Starbucks Coffee,Food & Dining,240.06,4532,Purchase,New York NY,Completed
TXN00240,2025-03-16,15:33:10,Amazon.com,Shopping,35.9,4532,Purchase,Online,Completed
TXN00241,2025-03-02,09:30:08,Starbucks Coffee,Food & Dining,216.43,4532,Purchase,New York NY,Completed
TXN00242,2025-03-07,06:37:31,Starbucks Coffee,Food & Dining,119.05,4532,Purchase,New York NY,Completed
TXN00243,2025-03-07,06:38:30,Shell Gas Station,Gas & Transportation,180.01,4532,Purchase,Brooklyn NY,Completed
TXN00244,2025-03-28,04:44:20,Apple Store,Shopping,245.86,4532,Purchase,San Francisco CA,Completed
TXN00245,2025-03-10,14:20:22,Shell Gas Station,Gas & Transportation,85.42,4532,Purchase,Brooklyn NY,Completed
TXN00246,2025-03-05,11:49:53,Apple Store,Shopping,135.17,4532,Purchase,San Francisco CA,Completed
TXN00247,2025-03-02,11:28:38,Amazon.com,Shopping,137.67,4532,Purchase,Online,Completed
TXN00248,2025-03-08,16:21:40,Apple Store,Shopping,53.76,4532,Purchase,San Francisco CA,Completed
TXN00249,2025-03-10,21:07:42,Netflix,Entertainment,153.14,4532,Purchase,Online,Completed
TXN00250,2025-03-27,21:31:07,Amazon.com,Shopping,151.32,4532,Purchase,Online,Completed
TXN00251,2025-03-12,22:32:13,Shell Gas Station,Gas & Transportation,128.49,4532,Purchase,Brooklyn NY,Completed
TXN00252,2025-03-24,09:04:33,Amazon.com,Shopping,66.47,4532,Purchase,Online,Completed
TXN00253,2025-03-20,08:13:39,Starbucks Coffee,Food & Dining,67.57,4532,Purchase,New York NY,Completed
TXN00254,2025-03-30,00:53:38,Shell Gas Station,Gas & Transportation,100.08,4532,Purchase,Brooklyn NY,Completed
TXN00255,2025-03-26,21:44:50,Netflix,Entertainment,63.8,4532,Purchase,Online,Completed
TXN00256,2025-03-27,10:21:21,Uber,Transportation,186.26,4532,Purchase,Online,Completed
TXN00257,2025-03-11,14:25:03,Amazon.com,Shopping,23.23,4532,Purchase,Online,Completed
TXN00258,2025-03-29,08:59:28,Uber,Transportation,107.84,4532,Purchase,Online,Completed
TXN00259,2025-03-18,00:38:39,Netflix,Entertainment,161.24,4532,Purchase,Online,Completed
TXN00260,2025-03-26,03:28:07,McDonald's,Food & Dining,248.38,4532,Purchase,New York NY,Completed
TXN00261,2025-03-05,13:31:44,McDonald's,Food & Dining,169.53,4532,Purchase,New York NY,Completed
TXN00262,2025-03-06,02:15:33,Apple Store,Shopping,15.01,4532,Purchase,San Francisco CA,Completed
TXN00263,2025-03-29,19:00:37,McDonald's,Food & Dining,89.05,4532,Purchase,New York NY,Completed
TXN00264,2025-03-15,20:23:58,Whole Foods Market,Groceries,32.89,4532,Purchase,New York NY,Completed
TXN00265,2025-03-05,18:13:58,Shell Gas Station,Gas & Transportation,87.78,4532,Purchase,Brooklyn NY,Completed
TXN00266,2025-03-20,12:59:33,Netflix,Entertainment,211.57,4532,Purchase,Online,Completed
TXN00267,2025-03-03,20:36:22,Apple Store,Shopping,64.29,4532,Purchase,San Francisco CA,Completed
TXN00268,2025-03-02,23:09:32,Starbucks Coffee,Food & Dining,31.61,4532,Purchase,New York NY,Completed
TXN00269,2025-03-06,06:26:46,Whole Foods Market,Groceries,147.77,4532,Purchase,New York NY,Completed
TXN00270,2025-03-17,23:42:00,Uber,Transportation,98.11,4532,Purchase,Online,Completed
TXN00271,2025-03-22,22:44:59,Starbucks Coffee,Food & Dining,231.38,4532,Purchase,New York NY,Completed
TXN00272,2025-03-27,09:27:02,Uber,Transportation,80.97,4532,Purchase,Online,Completed
TXN00273,2025-03-23,08:53:40,Whole Foods Market,Groceries,116.97,4532,Purchase,New York NY,Completed
TXN00274,2025-03-15,18:34:06,Shell Gas Station,Gas & Transportation,71.37,4532,Purchase,Brooklyn NY,Completed
TXN00275,2025-03-27,23:04:16,Shell Gas Station,Gas & Transportation,210.56,4532,Purchase,Brooklyn NY,Completed
TXN00276,2025-03-06,09:44:24,Whole Foods Market,Groceries,248.87,4532,Purchase,New York NY,Completed
TXN00277,2025-03-26,14:07:58,Whole Foods Market,Groceries,75.87,4532,Purchase,New York NY,Completed
TXN00278,2025-03-21,06:39:44,Apple Store,Shopping,51.68,4532,Purchase,San Francisco CA,Completed
TXN00279,2025-03-03,00:33:07,McDonald's,Food & Dining,69.41,4532,Purchase,New York NY,Completed
TXN00280,2025-03-30,22:47:52,Starbucks Coffee,Food & Dining,209.77,4532,Purchase,New York NY,Completed
TXN00281,2025-03-24,21:11:19,Uber,Transportation,128.62,4532,Purchase,Online,Completed
TXN00282,2025-03-31,15:15:03,Shell Gas Station,Gas & Transportation,169.76,4532,Purchase,Brooklyn NY,Completed
TXN00283,2025-03-05,15:36:47,Shell Gas Station,Gas & Transportation,249.33,4532,Purchase,Brooklyn NY,Completed
TXN00284,2025-03-29,13:17:37,Whole Foods Market,Groceries,150.44,4532,Purchase,New York NY,Completed
TXN00285,2025-03-07,20:28:43,Amazon.com,Shopping,205.8,4532,Purchase,Online,Completed
TXN00286,2025-03-14,17:10:30,Uber,Transportation,108.29,4532,Purchase,Online,Completed
TXN00287,2025-03-19,10:12:23,Netflix,Entertainment,27.79,4532,Purchase,Online,Completed
TXN00288,2025-03-08,06:07:26,Shell Gas Station,Gas & Transportation,232.38,4532,Purchase,Brooklyn NY,Completed
TXN00289,2025-03-30,14:41:36,Uber,Transportation,19.49,4532,Purchase,Online,Completed
TXN00290,2025-03-08,01:34:26,Amazon.com,Shopping,49.52,4532,Purchase,Online,Completed
TXN00291,2025-03-25,11:32:06,Starbucks Coffee,Food & Dining,62.11,4532,Purchase,New York NY,Completed
TXN00292,2025-03-30,09:40:21,Starbucks Coffee,Food & Dining,164.81,4532,Purchase,New York NY,Completed
TXN00293,2025-03-26,16:05:37,Shell Gas Station,Gas & Transportation,64.69,4532,Purchase,Brooklyn NY,Completed
TXN00294,2025-03-07,20:43:31,McDonald's,Food & Dining,70.8,4532,Purchase,New York NY,Completed
TXN00295,2025-03-21,01:18:26,Amazon.com,Shopping,101.5,4532,Purchase,Online,Completed
TXN00296,2025-03-15,17:19:02,Netflix,Entertainment,68.73,4532,Purchase,Online,Completed
TXN00297,2025-03-26,16:20:50,Starbucks Coffee,Food & Dining,144.58,4532,Purchase,New York NY,Completed
TXN00298,2025-03-10,10:37:06,Netflix,Entertainment,165.0,4532,Purchase,Online,Completed
TXN00299,2025-03-24,16:20:23,Whole Foods Market,Groceries,121.99,4532,Purchase,New York NY,Completed
TXN00300,2025-03-28,09:58:37,Whole Foods Market,Groceries,48.85,4532,Purchase,New York NY,Completed
TXN00301,2025-04-07,00:40:36,Starbucks Coffee,Food & Dining,185.36,4532,Purchase,New York NY,Completed
TXN00302,2025-04-17,16:51:04,Netflix,Entertainment,49.67,4532,Purchase,Online,Completed
TXN00303,2025-04-14,10:18:29,Starbucks Coffee,Food & Dining,78.69,4532,Purchase,New York NY,Completed
TXN00304,2025-04-14,11:46:25,Apple Store,Shopping,68.9,4532,Purchase,San Francisco CA,Completed
TXN00305,2025-04-01,20:14:12,Whole Foods Market,Groceries,165.58,4532,Purchase,New York NY,Completed
TXN00306,2025-04-03,10:42:08,Whole Foods Market,Groceries,201.21,4532,Purchase,New York NY,Completed
TXN00307,2025-04-19,22:46:02,Shell Gas Station,Gas & Transportation,136.03,4532,Purchase,Brooklyn NY,Completed
TXN00308,2025-04-28,21:08:31,Shell Gas Station,Gas & Transportation,100.85,4532,Purchase,Brooklyn NY,Completed
TXN00309,2025-04-29,12:04:31,Whole Foods Market,Groceries,15.21,4532,Purchase,New York NY,Completed
TXN00310,2025-04-03,13:48:03,Whole Foods Market,Groceries,103.74,4532,Purchase,New York NY,Completed
TXN00311,2025-04-14,05:28:56,Netflix,Entertainment,40.17,4532,Purchase,Online,Completed
TXN00312,2025-04-15,18:26:59,Amazon.com,Shopping,158.75,4532,Purchase,Online,Completed
TXN00313,2025-04-26,18:16:28,Amazon.com,Shopping,113.39,4532,Purchase,Online,Completed
TXN00314,2025-04-03,23:00:49,McDonald's,Food & Dining,120.69,4532,Purchase,New York NY,Completed
TXN00315,2025-04-02,21:59:48,Whole Foods Market,Groceries,7.88,4532,Purchase,New York NY,Completed
TXN00316,2025-04-19,01:13:28,Amazon.com,Shopping,175.79,4532,Purchase,Online,Completed
TXN00317,2025-04-27,13:22:01,Amazon.com,Shopping,125.56,4532,Purchase,Online,Completed
TXN00318,2025-04-16,05:41:40,McDonald's,Food & Dining,118.41,4532,Purchase,New York NY,Completed
TXN00319,2025-04-22,02:14:35,Shell Gas Station,Gas & Transportation,119.96,4532,Purchase,Brooklyn NY,Completed
TXN00320,2025-04-21,09:34:33,Netflix,Entertainment,168.4,4532,Purchase,Online,Completed
TXN00321,2025-04-30,22:48:48,Uber,Transportation,19.79,4532,Purchase,Online,Completed
TXN00322,2025-04-27,05:15:15,McDonald's,Food & Dining,49.21,4532,Purchase,New York NY,Completed
TXN00323,2025-04-28,20:31:34,Amazon.com,Shopping,10.68,4532,Purchase,Online,Completed
TXN00324,2025-04-17,20:06:53,Uber,Transportation,235.37,4532,Purchase,Online,Completed
TXN00325,2025-04-02,14:00:11,Netflix,Entertainment,16.12,4532,Purchase,Online,Completed
TXN00326,2025-04-01,16:15:20,Apple Store,Shopping,173.0,4532,Purchase,San Francisco CA,Completed
TXN00327,2025-04-20,21:07:29,Starbucks Coffee,Food & Dining,146.05,4532,Purchase,New York NY,Completed
TXN00328,2025-04-25,23:46:54,Uber,Transportation,41.65,4532,Purchase,Online,Completed
TXN00329,2025-04-05,21:48:24,Starbucks Coffee,Food & Dining,173.8,4532,Purchase,New York NY,Completed
TXN00330,2025-04-12,15:16:26,Uber,Transportation,21.87,4532,Purchase,Online,Completed
TXN00331,2025-04-16,03:25:41,Uber,Transportation,121.35,4532,Purchase,Online,Completed
TXN00332,2025-04-15,08:02:29,Netflix,Entertainment,95.11,4532,Purchase,Online,Completed
TXN00333,2025-04-25,21:18:56,Apple Store,Shopping,232.05,4532,Purchase,San Francisco CA,Completed
TXN00334,2025-04-13,21:12:22,Uber,Transportation,206.98,4532,Purchase,Online,Completed
TXN00335,2025-04-23,08:43:28,Shell Gas Station,Gas & Transportation,69.06,4532,Purchase,Brooklyn NY,Completed
TXN00336,2025-04-06,04:40:13,Apple Store,Shopping,148.32,4532,Purchase,San Francisco CA,Completed
TXN00337,2025-04-19,23:15:52,McDonald's,Food & Dining,126.16,4532,Purchase,New York NY,Completed
TXN00338,2025-04-18,19:00:02,Starbucks Coffee,Food & Dining,13.19,4532,Purchase,New York NY,Completed
TXN00339,2025-04-07,22:01:06,Uber,Transportation,229.04,4532,Purchase,Online,Completed
TXN00340,2025-04-24,07:15:15,Uber,Transportation,247.23,4532,Purchase,Online,Completed
TXN00341,2025-04-18,07:06:43,Starbucks Coffee,Food & Dining,91.91,4532,Purchase,New York NY,Completed
TXN00342,2025-04-09,23:00:46,Amazon.com,Shopping,182.5,4532,Purchase,Online,Completed
TXN00343,2025-04-21,07:49:48,Apple Store,Shopping,162.07,4532,Purchase,San Francisco CA,Completed
TXN00344,2025-04-10,17:53:06,McDonald's,Food & Dining,7.58,4532,Purchase,New York NY,Completed
TXN00345,2025-04-25,07:55:39,McDonald's,Food & Dining,75.59,4532,Purchase,New York NY,Completed
TXN00346,2025-04-09,21:05:41,McDonald's,Food & Dining,178.22,4532,Purchase,New York NY,Completed
TXN00347,2025-04-14,08:48:23,Whole Foods Market,Groceries,156.83,4532,Purchase,New York NY,Completed
TXN00348,2025-04-16,07:35:10,Netflix,Entertainment,100.7,4532,Purchase,Online,Completed
TXN00349,2025-04-04,01:42:43,Uber,Transportation,241.91,4532,Purchase,Online,Completed
TXN00350,2025-04-03,08:11:49,Whole Foods Market,Groceries,73.9,4532,Purchase,New York NY,Completed
TXN00351,2025-04-11,15:32:20,Amazon.com,Shopping,233.12,4532,Purchase,Online,Completed
TXN00352,2025-04-04,22:29:55,McDonald's,Food & Dining,99.16,4532,Purchase,New York NY,Completed
TXN00353,2025-04-22,00:26:09,Uber,Transportation,37.2,4532,Purchase,Online,Completed
TXN00354,2025-04-07,13:10:25,Uber,Transportation,10.51,4532,Purchase,Online,Completed
TXN00355,2025-04-05,00:24:37,McDonald's,Food & Dining,128.73,4532,Purchase,New York NY,Completed
TXN00356,2025-04-07,07:06:32,Apple Store,Shopping,233.35,4532,Purchase,San Francisco CA,Completed
TXN00357,2025-04-21,20:34:37,Shell Gas Station,Gas & Transportation,116.94,4532,Purchase,Brooklyn NY,Completed
TXN00358,2025-04-18,07:36:37,Amazon.com,Shopping,141.83,4532,Purchase,Online,Completed
TXN00359,2025-04-18,14:08:41,Apple Store,Shopping,74.46,4532,Purchase,San Francisco CA,Completed
TXN00360,2025-04-27,20:45:55,Uber,Transportation,43.24,4532,Purchase,Online,Completed
TXN00361,2025-04-11,18:41:50,Amazon.com,Shopping,76.07,4532,Purchase,Online,Completed
TXN00362,2025-04-11,15:54:15,McDonald's,Food & Dining,40.76,4532,Purchase,New York NY,Completed
TXN00363,2025-04-28,03:42:12,Starbucks Coffee,Food & Dining,238.69,4532,Purchase,New York NY,Completed
TXN00364,2025-04-04,09:08:12,Apple Store,Shopping,143.21,4532,Purchase,San Francisco CA,Completed
TXN00365,2025-04-07,00:15:19,Shell Gas Station,Gas & Transportation,6.85,4532,Purchase,Brooklyn NY,Completed
TXN00366,2025-04-06,16:41:55,Whole Foods Market,Groceries,5.4,4532,Purchase,New York NY,Completed
TXN00367,2025-04-11,14:51:26,Netflix,Entertainment,42.2,4532,Purchase,Online,Completed
TXN00368,2025-04-02,00:18:53,Netflix,Entertainment,54.31,4532,Purchase,Online,Completed
TXN00369,2025-04-14,05:37:17,Uber,Transportation,151.86,4532,Purchase,Online,Completed
TXN00370,2025-04-10,08:17:13,Amazon.com,Shopping,174.54,4532,Purchase,Online,Completed
TXN00371,2025-04-19,17:13:55,Shell Gas Station,Gas & Transportation,103.91,4532,Purchase,Brooklyn NY,Completed
TXN00372,2025-04-29,15:54:35,Uber,Transportation,136.37,4532,Purchase,Online,Completed
TXN00373,2025-04-27,20:10:01,Uber,Transportation,95.57,4532,Purchase,Online,Completed
TXN00374,2025-04-02,23:22:47,Apple Store,Shopping,5.93,4532,Purchase,San Francisco CA,Completed
TXN00375,2025-04-09,01:57:15,Uber,Transportation,116.47,4532,Purchase,Online,Completed
TXN00376,2025-04-28,19:01:32,Uber,Transportation,144.91,4532,Purchase,Online,Completed
TXN00377,2025-04-30,19:31:57,Starbucks Coffee,Food & Dining,25.27,4532,Purchase,New York NY,Completed
TXN00378,2025-04-25,05:19:39,Starbucks Coffee,Food & Dining,113.22,4532,Purchase,New York NY,Completed
TXN00379,2025-04-03,10:04:05,McDonald's,Food & Dining,189.47,4532,Purchase,New York NY,Completed
TXN00380,2025-04-14,16:20:16,Shell Gas Station,Gas & Transportation,198.62,4532,Purchase,Brooklyn NY,Completed
TXN00381,2025-04-01,10:38:30,Amazon.com,Shopping,178.32,4532,Purchase,Online,Completed
TXN00382,2025-04-18,09:18:45,Whole Foods Market,Groceries,76.6,4532,Purchase,New York NY,Completed
TXN00383,2025-04-11,00:54:43,Uber,Transportation,34.06,4532,Purchase,Online,Completed
TXN00384,2025-04-17,09:27:16,Amazon.com,Shopping,71.39,4532,Purchase,Online,Completed
TXN00385,2025-04-01,18:41:02,Apple Store,Shopping,99.07,4532,Purchase,San Francisco CA,Completed
TXN00386,2025-04-14,04:44:07,Apple Store,Shopping,23.81,4532,Purchase,San Francisco CA,Completed
TXN00387,2025-04-10,13:32:06,Amazon.com,Shopping,44.13,4532,Purchase,Online,Completed
TXN00388,2025-04-17,17:14:10,Starbucks Coffee,Food & Dining,127.5,4532,Purchase,New York NY,Completed
TXN00389,2025-04-12,20:37:42,Amazon.com,Shopping,128.5,4532,Purchase,Online,Completed
TXN00390,2025-04-28,23:15:32,Amazon.com,Shopping,174.47,4532,Purchase,Online,Completed
TXN00391,2025-04-23,23:11:41,McDonald's,Food & Dining,106.14,4532,Purchase,New York NY,Completed
TXN00392,2025-04-11,01:40:46,Whole Foods Market,Groceries,54.06,4532,Purchase,New York NY,Completed
TXN00393,2025-04-15,17:10:49,Whole Foods Market,Groceries,202.65,4532,Purchase,New York NY,Completed
TXN00394,2025-04-20,01:59:52,Starbucks Coffee,Food & Dining,42.99,4532,Purchase,New York NY,Completed
TXN00395,2025-04-09,23:20:33,Netflix,Entertainment,192.32,4532,Purchase,Online,Completed
TXN00396,2025-04-27,19:14:20,Apple Store,Shopping,198.61,4532,Purchase,San Francisco CA,Completed
TXN00397,2025-04-19,07:42:31,Starbucks Coffee,Food & Dining,3.14,4532,Purchase,New York NY,Completed
TXN00398,2025-04-11,08:24:07,Starbucks Coffee,Food & Dining,82.56,4532,Purchase,New York NY,Completed
TXN00399,2025-04-25,17:20:17,Shell Gas Station,Gas & Transportation,66.92,4532,Purchase,Brooklyn NY,Completed
TXN00400,2025-04-22,15:59:38,Apple Store,Shopping,198.1,4532,Purchase,San Francisco CA,Completed
TXN00401,2025-05-09,19:26:54,Starbucks Coffee,Food & Dining,139.6,4532,Purchase,New York NY,Completed
TXN00402,2025-05-30,20:32:14,Apple Store,Shopping,139.5,4532,Purchase,San Francisco CA,Completed
TXN00403,2025-05-17,23:03:47,Amazon.com,Shopping,226.54,4532,Purchase,Online,Completed
TXN00404,2025-05-06,02:04:21,Whole Foods Market,Groceries,177.99,4532,Purchase,New York NY,Completed
TXN00405,2025-05-13,03:06:49,Shell Gas Station,Gas & Transportation,224.72,4532,Purchase,Brooklyn NY,Completed
TXN00406,2025-05-20,10:22:14,Netflix,Entertainment,8.31,4532,Purchase,Online,Completed
TXN00407,2025-05-10,22:49:06,Uber,Transportation,45.53,4532,Purchase,Online,Completed
TXN00408,2025-05-17,19:01:30,Starbucks Coffee,Food & Dining,50.99,4532,Purchase,New York NY,Completed
TXN00409,2025-05-12,15:42:17,Shell Gas Station,Gas & Transportation,61.21,4532,Purchase,Brooklyn NY,Completed
TXN00410,2025-05-21,10:41:33,McDonald's,Food & Dining,54.54,4532,Purchase,New York NY,Completed
TXN00411,2025-05-26,15:05:04,Whole Foods Market,Groceries,173.09,4532,Purchase,New York NY,Completed
TXN00412,2025-05-22,07:43:23,Uber,Transportation,144.36,4532,Purchase,Online,Completed
TXN00413,2025-05-21,00:41:18,Starbucks Coffee,Food & Dining,213.02,4532,Purchase,New York NY,Completed
TXN00414,2025-05-16,15:56:52,Starbucks Coffee,Food & Dining,242.39,4532,Purchase,New York NY,Completed
TXN00415,2025-05-04,15:24:28,Whole Foods Market,Groceries,103.99,4532,Purchase,New York NY,Completed
TXN00416,2025-05-29,17:18:07,Apple Store,Shopping,243.58,4532,Purchase,San Francisco CA,Completed
TXN00417,2025-05-17,02:19:05,Uber,Transportation,209.53,4532,Purchase,Online,Completed
TXN00418,2025-05-31,14:27:56,Netflix,Entertainment,139.87,4532,Purchase,Online,Completed
